biosequence_name,biosequence_accession,biosequence_gene_name,is_covering,pct_coverage,presence_level,probability,confidence,n_observations,norm_PSMs_per_100K,n_distinct_peptides,n_distinct_synpeptides,chromosome,genetic_locus,start_in_chromosome,end_in_chromosome,strand,relationship_phrase,reference_biosequence,represented_by_biosequence_id,group_number,seq_unique_prots_in_group,protein_group_seq_align_link,is_keratin,is_immunoglobulin,biosequence_description,organism_full_name,gene
Q9UJA9,Q9UJA9,NA,C,NA,canonical,0.999,0,108,0.117,14,NA,NA,NA,NA,NA,NA,NA,NA,Q6UWV6,2769,10,NA,NA,NA,nP20K \PName=Ectonucleotide pyrophosphatase/phosphodiesterase family member 5 isoform Iso 1 \GName=ENPP5 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=477 \SV=1 \EV=155 \PE=1 \ModRes=(101||N-linked (GlcNAc...) asparagine)(158||N-linked (GlcNAc...) asparag,Homo sapiens,ENPP5
P39656,P39656,NA,C,NA,canonical,0.999,0,58,0.06,14,NA,NA,NA,NA,NA,NA,NA,NA,P04114,1033,64541,NA,NA,NA,nP20K \PName=Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit isoform Iso 1 \GName=DDOST \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=456 \SV=4 \EV=209 \PE=1 \ModResPsi=(189|MOD:00134|N6-glycyl-L-lysine)(301|MOD:00134|N6-glyc,Homo sapiens,DDOST
P78536,P78536,NA,C,NA,canonical,0.999,0,182,0.092,14,NA,NA,NA,NA,NA,NA,NA,NA,P78536,2088,18,NA,NA,NA,nP20K \PName=Disintegrin and metalloproteinase domain-containing protein 17 isoform A \GName=ADAM17 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=824 \SV=1 \EV=237 \PE=1 \ModResPsi=(225|MOD:00798|half cystine)(333|MOD:00798|half cystine)(365|MOD:00798|hal,Homo sapiens,ADAM17
Q9Y315,Q9Y315,NA,C,NA,canonical,0.999,0,107,0.121,14,NA,NA,NA,NA,NA,NA,NA,NA,Q9Y315,4190,19,NA,NA,NA,nP20K \PName=Deoxyribose-phosphate aldolase isoform Iso 1 \GName=DERA \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=318 \SV=2 \EV=170 \PE=1 \ModResPsi=(292|MOD:00047|O-phospho-L-threonine) \VariantSimple=(3|G)(3|T)(4|Q)(5|S)(7|D)(8|A)(8|I)(8|N)(8|S)(9|K)(,Homo sapiens,DERA
P54886,P54886,NA,C,NA,canonical,0.999,0,33,0.016,14,NA,NA,NA,NA,NA,NA,NA,NA,P54886,1898,14,NA,NA,NA,nP20K \PName=Delta-1-pyrroline-5-carboxylate synthase isoform Long \GName=ALDH18A1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=795 \SV=2 \EV=224 \PE=1 \ModResPsi=(44|MOD:00046|O-phospho-L-serine)(79|MOD:00046|O-phospho-L-serine)(116|MOD:00047|O-phospho-,Homo sapiens,ALDH18A1
O43639,O43639,NA,C,NA,canonical,0.999,0,90,0.089,14,NA,NA,NA,NA,NA,NA,NA,NA,O43639,679,26,NA,NA,NA,nP20K \PName=Cytoplasmic protein NCK2 isoform Iso 1 \GName=NCK2 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=380 \SV=2 \EV=212 \PE=1 \ModResPsi=(2|MOD:00061|N-acetyl-L-threonine)(84|MOD:00047|O-phospho-L-threonine)(85|MOD:00046|O-phospho-L-serine)(90|MOD,Homo sapiens,NCK2
Q96F07,Q96F07,NA,C,NA,canonical,0.999,0,186,0.059,14,NA,NA,NA,NA,NA,NA,NA,NA,Q7L576,2840,58,NA,NA,NA,nP20K \PName=Cytoplasmic FMR1-interacting protein 2 isoform Iso 1 \GName=CYFIP2 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=1278 \SV=2 \EV=161 \PE=1 \ModResPsi=(197|MOD:00134|N6-glycyl-L-lysine)(300|MOD:00134|N6-glycyl-L-lysine)(545|MOD:00134|N6-glycyl-,Homo sapiens,CYFIP2
P32929,P32929,NA,C,NA,canonical,0.999,0,47,0.049,14,NA,NA,NA,NA,NA,NA,NA,NA,P32929,1580,9,NA,NA,NA,nP20K \PName=Cystathionine gamma-lyase isoform Iso 1 \GName=CTH \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=405 \SV=3 \EV=208 \PE=1 \ModResPsi=(73|MOD:00134|N6-glycyl-L-lysine)(212|MOD:00128|N6-pyridoxal phosphate-L-lysine) \VariantSimple=(5|E)(5|G)(6|P,Homo sapiens,CTH
Q13618,Q13618,NA,C,NA,canonical,0.999,0,29,0.015,14,NA,NA,NA,NA,NA,NA,NA,NA,Q13618,2323,16,NA,NA,NA,nP20K \PName=Cullin-3 isoform Iso 1 \GName=CUL3 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=768 \SV=2 \EV=218 \PE=1 \ModResPsi=(2|MOD:00060|N-acetyl-L-serine)(6|MOD:00134|N6-glycyl-L-lysine)(28|MOD:00134|N6-glycyl-L-lysine)(262|MOD:00134|N6-glycyl-L-lys,Homo sapiens,CUL3
P17812,P17812,NA,C,NA,canonical,0.999,0,45,0.032,14,NA,NA,NA,NA,NA,NA,NA,NA,P17812,1331,31,NA,NA,NA,nP20K \PName=CTP synthase 1 isoform Iso 1 \GName=CTPS1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=591 \SV=2 \EV=224 \PE=1 \ModResPsi=(92|MOD:00134|N6-glycyl-L-lysine)(94|MOD:00048|O4'-phospho-L-tyrosine)(100|MOD:00064|N6-acetyl-L-lysine)(100|MOD:00134|,Homo sapiens,CTPS1
O75131,O75131,NA,C,NA,canonical,0.999,0,71,0.054,14,NA,NA,NA,NA,NA,NA,NA,NA,P04114,1033,64541,NA,NA,NA,nP20K \PName=Copine-3 isoform Iso 1 \GName=CPNE3 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=537 \SV=1 \EV=185 \PE=1 \ModResPsi=(14|MOD:00046|O-phospho-L-serine)(54|MOD:00235|S-nitrosyl-L-cysteine)(60|MOD:00046|O-phospho-L-serine)(158|MOD:00134|N6-glycy,Homo sapiens,CPNE3
Q07021,Q07021,NA,C,NA,canonical,0.999,0,245,0.397,14,NA,NA,NA,NA,NA,NA,NA,NA,Q07021,2190,7,NA,NA,NA,"nP20K \PName=Complement component 1 Q subcomponent-binding protein, mitochondrial isoform Iso 1 \GName=C1QBP \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=282 \SV=1 \EV=216 \PE=1 \ModResPsi=(76|MOD:00047|O-phospho-L-threonine)(87|MOD:00046|O-phospho-L-ser",Homo sapiens,C1QBP
Q5ZPR3,Q5ZPR3,NA,C,NA,canonical,0.999,0,1665,1.718,14,NA,NA,NA,NA,NA,NA,NA,NA,Q5ZPR3,2675,16,NA,NA,NA,nP20K \PName=CD276 antigen isoform Iso 1 \GName=CD276 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=534 \SV=1 \EV=159 \PE=1 \ModResPsi=(50|MOD:00798|half cystine)(122|MOD:00798|half cystine)(165|MOD:00798|half cystine)(220|MOD:00798|half cystine)(268|MOD:,Homo sapiens,CD276
O00622,O00622,NA,C,NA,canonical,0.999,0,237,0.199,14,NA,NA,NA,NA,NA,NA,NA,NA,O00622,542,10,NA,NA,NA,nP20K \PName=CCN family member 1 isoform Iso 1 \GName=CCN1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=381 \SV=1 \EV=194 \PE=1 \ModResPsi=(188|MOD:00046|O-phospho-L-serine)(286|MOD:00798|half cystine)(323|MOD:00798|half cystine)(303|MOD:00798|half cysti,Homo sapiens,CCN1
Q96DG6,Q96DG6,NA,C,NA,canonical,0.999,0,106,0.15,14,NA,NA,NA,NA,NA,NA,NA,NA,Q96DG6,3315,6,NA,NA,NA,nP20K \PName=Carboxymethylenebutenolidase homolog isoform Iso 1 \GName=CMBL \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=245 \SV=1 \EV=160 \PE=1 \ModResPsi=(2|MOD:00050|N-acetyl-L-alanine)(6|MOD:00048|O4'-phospho-L-tyrosine)(36|MOD:00064|N6-acetyl-L-lysi,Homo sapiens,CMBL
Q14444,Q14444,NA,C,NA,canonical,0.999,0,55,0.045,14,NA,NA,NA,NA,NA,NA,NA,NA,Q14444,2381,28,NA,NA,NA,nP20K \PName=Caprin-1 isoform Iso 1 \GName=CAPRIN1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=709 \SV=2 \EV=183 \PE=1 \ModResPsi=(2|MOD:00059|N-acetyl-L-proline)(10|MOD:00046|O-phospho-L-serine)(14|MOD:00046|O-phospho-L-serine)(15|MOD:00046|O-phospho-L,Homo sapiens,CAPRIN1
P13861,P13861,NA,C,NA,canonical,0.999,0,41,0.039,14,NA,NA,NA,NA,NA,NA,NA,NA,P31323,1559,27,NA,NA,NA,nP20K \PName=cAMP-dependent protein kinase type II-alpha regulatory subunit isoform Iso 1 \GName=PRKAR2A \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=404 \SV=2 \EV=219 \PE=1 \ModResPsi=(2|MOD:00060|N-acetyl-L-serine)(48|MOD:00046|O-phospho-L-serine)(54|M,Homo sapiens,PRKAR2A
Q9HB71,Q9HB71,NA,C,NA,canonical,0.999,0,66,0.136,14,NA,NA,NA,NA,NA,NA,NA,NA,Q9HB71,3768,11,NA,NA,NA,nP20K \PName=Calcyclin-binding protein isoform Iso 1 \GName=CACYBP \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=228 \SV=2 \EV=190 \PE=1 \ModResPsi=(2|MOD:00050|N-acetyl-L-alanine)(3|MOD:00046|O-phospho-L-serine)(8|MOD:00064|N6-acetyl-L-lysine)(14|MOD:000,Homo sapiens,CACYBP
Q9Y644,Q9Y644,NA,C,NA,canonical,0.999,0,113,0.171,14,NA,NA,NA,NA,NA,NA,NA,NA,Q9Y644,4265,21,NA,NA,NA,"nP20K \PName=Beta-1,3-N-acetylglucosaminyltransferase radical fringe isoform Iso 1 \GName=RFNG \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=331 \SV=3 \EV=157 \PE=1 \ModResPsi=(114|MOD:00798|half cystine)(125|MOD:00798|half cystine)(143|MOD:00798|half cys",Homo sapiens,RFNG
Q02742,Q02742,NA,C,NA,canonical,0.999,0,36,0.028,14,NA,NA,NA,NA,NA,NA,NA,NA,Q02742,2156,4,NA,NA,NA,"nP20K \PName=Beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase isoform Iso 1 \GName=GCNT1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=428 \SV=2 \EV=176 \PE=1 \ModResPsi=(59|MOD:00798|half cystine)(413|MOD:00798|half cy",Homo sapiens,GCNT1
P50995,P50995,NA,C,NA,canonical,0.999,0,62,0.067,14,NA,NA,NA,NA,NA,NA,NA,NA,P04114,1033,64541,NA,NA,NA,nP20K \PName=Annexin A11 isoform Iso 1 \GName=ANXA11 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=505 \SV=1 \EV=195 \PE=1 \ModResPsi=(214|MOD:00134|N6-glycyl-L-lysine)(248|MOD:00064|N6-acetyl-L-lysine)(255|MOD:00064|N6-acetyl-L-lysine)(264|MOD:00134|N6-g,Homo sapiens,ANXA11
P46108,P46108,NA,C,NA,canonical,0.999,0,94,0.112,14,NA,NA,NA,NA,NA,NA,NA,NA,P46108,1709,11,NA,NA,NA,nP20K \PName=Adapter molecule crk isoform Crk-II \GName=CRK \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=304 \SV=2 \EV=225 \PE=1 \ModResPsi=(2|MOD:00050|N-acetyl-L-alanine)(40|MOD:00046|O-phospho-L-serine)(41|MOD:00046|O-phospho-L-serine)(42|MOD:00047|O-,Homo sapiens,CRK
Q92688,Q92688,NA,C,NA,canonical,0.999,0,222,0.504,14,NA,NA,NA,NA,NA,NA,NA,NA,P39687,1642,41,NA,NA,NA,nP20K \PName=Acidic leucine-rich nuclear phosphoprotein 32 family member B isoform Iso 1 \GName=ANP32B \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=251 \SV=1 \EV=194 \PE=1 \ModResPsi=(15|MOD:00047|O-phospho-L-threonine)(68|MOD:00134|N6-glycyl-L-lysine)(8,Homo sapiens,ANP32B
Q9UHI8,Q9UHI8,NA,C,NA,canonical,0.999,0,558,0.282,14,NA,NA,NA,NA,NA,NA,NA,NA,Q9UHI8,4045,14,NA,NA,NA,nP20K \PName=A disintegrin and metalloproteinase with thrombospondin motifs 1 isoform Iso 1 \GName=ADAMTS1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=967 \SV=4 \EV=205 \PE=1 \ModResPsi=(333|MOD:00798|half cystine)(385|MOD:00798|half cystine)(362|MOD:00,Homo sapiens,ADAMTS1
P62333,P62333,NA,C,NA,canonical,0.999,0,113,0.128,14,NA,NA,NA,NA,NA,NA,NA,NA,P04114,1033,64541,NA,NA,NA,nP20K \PName=26S proteasome regulatory subunit 10B isoform Iso 1 \GName=PSMC6 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=389 \SV=1 \EV=187 \PE=1 \ModResPsi=(7|MOD:00134|N6-glycyl-L-lysine)(20|MOD:00134|N6-glycyl-L-lysine)(48|MOD:00134|N6-glycyl-L-lysin,Homo sapiens,PSMC6
P09543,P09543,NA,C,NA,canonical,0.999,0,26,0.021,14,NA,NA,NA,NA,NA,NA,NA,NA,P09543,1159,22,NA,NA,NA,"nP20K \PName=2',3'-cyclic-nucleotide 3'-phosphodiesterase isoform CNPII \GName=CNP \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=421 \SV=2 \EV=221 \PE=1 \ModResPsi=(6|MOD:00046|O-phospho-L-serine)(9|MOD:00046|O-phospho-L-serine)(15|MOD:00134|N6-glycyl-L-l",Homo sapiens,CNP
P16989,P16989,NA,C,NA,canonical,0.999,0,72,0.096,15,NA,NA,NA,NA,NA,NA,NA,NA,P67809,2070,34,NA,NA,NA,nP20K \PName=Y-box-binding protein 3 isoform Iso 1 \GName=YBX3 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=372 \SV=4 \EV=222 \PE=1 \ModResPsi=(2|MOD:00060|N-acetyl-L-serine)(2|MOD:00046|O-phospho-L-serine)(8|MOD:00047|O-phospho-L-threonine)(10|MOD:00047,Homo sapiens,YBX3
Q9Y277,Q9Y277,NA,C,NA,canonical,0.999,0,348,0.527,15,NA,NA,NA,NA,NA,NA,NA,NA,P21796,1406,48,NA,NA,NA,nP20K \PName=Voltage-dependent anion-selective channel protein 3 isoform Iso 1 \GName=VDAC3 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=283 \SV=1 \EV=192 \PE=1 \ModResPsi=(2|MOD:00052|N-acetyl-L-cysteine)(4|MOD:00047|O-phospho-L-threonine)(12|MOD:00064|,Homo sapiens,VDAC3
P00749,P00749,NA,C,NA,canonical,0.999,0,102,0.093,15,NA,NA,NA,NA,NA,NA,NA,NA,P04114,1033,64541,NA,NA,NA,nP20K \PName=Urokinase-type plasminogen activator isoform Iso 1 \GName=PLAU \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=431 \SV=3 \EV=261 \PE=1 \ModResPsi=(31|MOD:00798|half cystine)(39|MOD:00798|half cystine)(33|MOD:00798|half cystine)(51|MOD:00798|hal,Homo sapiens,PLAU
Q03405,Q03405,NA,C,NA,canonical,0.999,0,1417,1.892,15,NA,NA,NA,NA,NA,NA,NA,NA,P04114,1033,64541,NA,NA,NA,nP20K \PName=Urokinase plasminogen activator surface receptor isoform Iso 1 \GName=PLAUR \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=335 \SV=1 \EV=216 \PE=1 \ModResPsi=(25|MOD:00798|half cystine)(46|MOD:00798|half cystine)(28|MOD:00798|half cystine)(34|,Homo sapiens,PLAUR
Q8NFL0,Q8NFL0,NA,C,NA,canonical,0.999,0,338,0.404,15,NA,NA,NA,NA,NA,NA,NA,NA,Q8NFL0,3093,1,NA,NA,NA,"nP20K \PName=UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7 isoform Iso 1 \GName=B3GNT7 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=401 \SV=1 \EV=130 \PE=1 \ModRes=(88||N-linked (GlcNAc...) asparagine)(94||N-linked (GlcNAc...) asparagine)",Homo sapiens,B3GNT7
Q13404,Q13404,NA,C,NA,canonical,0.999,0,368,0.835,15,NA,NA,NA,NA,NA,NA,NA,NA,P04114,1033,64541,NA,NA,NA,nP20K \PName=Ubiquitin-conjugating enzyme E2 variant 1 isoform Iso 3 \GName=UBE2V1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=147 \SV=2 \EV=210 \PE=1 \ModResPsi=(2|MOD:00050|N-acetyl-L-alanine)(10|MOD:00134|N6-glycyl-L-lysine)(68|MOD:00134|N6-glycyl-L-,Homo sapiens,UBE2V1
P45378,P45378,NA,C,NA,canonical,0.999,0,97,0.275,15,NA,NA,NA,NA,NA,NA,NA,NA,P45378,1699,83,NA,NA,NA,"nP20K \PName=Troponin T, fast skeletal muscle isoform Iso 1 \GName=TNNT3 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=269 \SV=3 \EV=179 \PE=1 \ModResPsi=(2|MOD:00060|N-acetyl-L-serine)(2|MOD:00046|O-phospho-L-serine)(88|MOD:00046|O-phospho-L-serine)(159|",Homo sapiens,TNNT3
Q15631,Q15631,NA,C,NA,canonical,0.999,0,126,0.238,15,NA,NA,NA,NA,NA,NA,NA,NA,Q15631,2464,23,NA,NA,NA,nP20K \PName=Translin isoform Iso 1 \GName=TSN \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=228 \SV=1 \EV=188 \PE=1 \ModResPsi=(56|MOD:00134|N6-glycyl-L-lysine)(187|MOD:00134|N6-glycyl-L-lysine)(187|MOD:00064|N6-acetyl-L-lysine)(190|MOD:00046|O-phospho-L,Homo sapiens,TSN
O00560,O00560,NA,C,NA,canonical,0.999,0,195,0.402,15,NA,NA,NA,NA,NA,NA,NA,NA,O00560,539,12,NA,NA,NA,nP20K \PName=Syntenin-1 isoform Iso 1 \GName=SDCBP \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=298 \SV=1 \EV=217 \PE=1 \ModResPsi=(2|MOD:00060|N-acetyl-L-serine)(6|MOD:00046|O-phospho-L-serine)(36|MOD:00046|O-phospho-L-serine)(46|MOD:00048|O4'-phospho-L,Homo sapiens,SDCBP
P17600,P17600,NA,C,NA,canonical,0.999,0,153,0.105,15,NA,NA,NA,NA,NA,NA,NA,NA,P17600,1327,22,NA,NA,NA,nP20K \PName=Synapsin-1 isoform IA \GName=SYN1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=705 \SV=3 \EV=210 \PE=1 \ModResPsi=(9|MOD:00046|O-phospho-L-serine)(39|MOD:00046|O-phospho-L-serine)(43|MOD:00047|O-phospho-L-threonine)(62|MOD:00046|O-phospho-L-,Homo sapiens,SYN1
Q15459,Q15459,NA,C,NA,canonical,0.999,0,21,0.013,15,NA,NA,NA,NA,NA,NA,NA,NA,Q15459,2458,21,NA,NA,NA,nP20K \PName=Splicing factor 3A subunit 1 isoform Iso 1 \GName=SF3A1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=793 \SV=1 \EV=220 \PE=1 \ModResPsi=(20|MOD:00134|N6-glycyl-L-lysine)(55|MOD:00064|N6-acetyl-L-lysine)(55|MOD:00134|N6-glycyl-L-lysine)(80|MO,Homo sapiens,SF3A1
O15020,O15020,NA,C,NA,canonical,0.999,0,255,0.045,15,NA,NA,NA,NA,NA,NA,NA,NA,P04114,1033,64541,NA,NA,NA,"nP20K \PName=Spectrin beta chain, non-erythrocytic 2 isoform Iso 1 \GName=SPTBN2 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=2390 \SV=3 \EV=208 \PE=1 \ModResPsi=(2|MOD:00060|N-acetyl-L-serine)(6|MOD:00046|O-phospho-L-serine)(8|MOD:00047|O-phospho-L-thre",Homo sapiens,SPTBN2
P05026,P05026,NA,C,NA,canonical,0.999,0,260,0.369,15,NA,NA,NA,NA,NA,NA,NA,NA,P05026,1054,9,NA,NA,NA,nP20K \PName=Sodium/potassium-transporting ATPase subunit beta-1 isoform Iso 1 \GName=ATP1B1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=303 \SV=1 \EV=216 \PE=1 \ModResPsi=(11|MOD:00046|O-phospho-L-serine)(101|MOD:00048|O4'-phospho-L-tyrosine)(126|MOD:0,Homo sapiens,ATP1B1
Q8IW52,Q8IW52,NA,C,NA,canonical,0.999,0,100,0.054,15,NA,NA,NA,NA,NA,NA,NA,NA,Q8IW52,2952,2,NA,NA,NA,nP20K \PName=SLIT and NTRK-like protein 4 isoform Iso 1 \GName=SLITRK4 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=837 \SV=1 \EV=165 \PE=1 \ModResPsi=(663|MOD:00046|O-phospho-L-serine)(742|MOD:00047|O-phospho-L-threonine)(811|MOD:00048|O4'-phospho-L-tyr,Homo sapiens,SLITRK4
P42224,P42224,NA,C,NA,canonical,0.999,0,40,0.022,15,NA,NA,NA,NA,NA,NA,NA,NA,P42224,1670,52,NA,NA,NA,nP20K \PName=Signal transducer and activator of transcription 1-alpha/beta isoform Alpha \GName=STAT1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=750 \SV=2 \EV=251 \PE=1 \ModResPsi=(2|MOD:00060|N-acetyl-L-serine)(68|MOD:00048|O4'-phospho-L-tyrosine)(114,Homo sapiens,STAT1
Q9UIV8,Q9UIV8,NA,C,NA,canonical,0.999,0,93,0.096,15,NA,NA,NA,NA,NA,NA,NA,NA,P04114,1033,64541,NA,NA,NA,nP20K \PName=Serpin B13 isoform Iso 1 \GName=SERPINB13 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=391 \SV=2 \EV=173 \PE=1 \VariantSimple=(1|T)(2|A)(2|V)(3|L)(4|F)(4|R)(6|T)(7|I)(9|I)(10|*)(10|L)(11|F)(12|R)(14|G)(15|I)(15|V)(18|G)(20|N)(21|E)(22|A)(22|,Homo sapiens,SERPINB13
P53041,P53041,NA,C,NA,canonical,0.999,0,66,0.055,15,NA,NA,NA,NA,NA,NA,NA,NA,P53041,1863,26,NA,NA,NA,nP20K \PName=Serine/threonine-protein phosphatase 5 isoform Iso 1 \GName=PPP5C \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=499 \SV=1 \EV=231 \PE=1 \ModResPsi=(2|MOD:00050|N-acetyl-L-alanine)(32|MOD:00134|N6-glycyl-L-lysine)(412|MOD:00134|N6-glycyl-L-lys,Homo sapiens,PPP5C
Q96I15,Q96I15,NA,C,NA,canonical,0.999,0,69,0.063,15,NA,NA,NA,NA,NA,NA,NA,NA,Q96I15,3370,28,NA,NA,NA,nP20K \PName=Selenocysteine lyase isoform Iso 1 \GName=SCLY \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=445 \SV=4 \EV=162 \PE=1 \ModResPsi=(1|MOD:00058|N-acetyl-L-methionine)(129|MOD:00046|O-phospho-L-serine)(141|MOD:00046|O-phospho-L-serine)(147|MOD:00,Homo sapiens,SCLY
P21817,P21817,NA,C,NA,canonical,0.999,0,310,0.027,15,NA,NA,NA,NA,NA,NA,NA,NA,P04114,1033,64541,NA,NA,NA,nP20K \PName=Ryanodine receptor 1 isoform Iso 1 \GName=RYR1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=5038 \SV=3 \EV=239 \PE=1 \ModResPsi=(245|MOD:00048|O4'-phospho-L-tyrosine)(982|MOD:00047|O-phospho-L-threonine)(1084|MOD:00046|O-phospho-L-serine)(13,Homo sapiens,RYR1
P49247,P49247,NA,C,NA,canonical,0.999,0,407,0.486,15,NA,NA,NA,NA,NA,NA,NA,NA,P49247,1759,5,NA,NA,NA,nP20K \PName=Ribose-5-phosphate isomerase isoform Iso 1 \GName=RPIA \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=311 \SV=3 \EV=194 \PE=1 \ModResPsi=(21|MOD:00658|methylated arginine)(52|MOD:00078|omega-N-methyl-L-arginine)(52|MOD:00658|methylated arginin,Homo sapiens,RPIA
Q96D15,Q96D15,NA,C,NA,canonical,0.999,0,1157,1.751,15,NA,NA,NA,NA,NA,NA,NA,NA,P04114,1033,64541,NA,NA,NA,nP20K \PName=Reticulocalbin-3 isoform Iso 1 \GName=RCN3 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=328 \SV=1 \EV=166 \PE=1 \ModResPsi=(117|MOD:00046|O-phospho-L-serine) \ModRes=(140||N-linked (GlcNAc...) asparagine) \VariantSimple=(4|*)(4|Q)(6|L)(7|F)(,Homo sapiens,RCN3
Q96B86,Q96B86,NA,C,NA,canonical,0.999,0,377,0.408,15,NA,NA,NA,NA,NA,NA,NA,NA,Q96B86,3288,16,NA,NA,NA,nP20K \PName=Repulsive guidance molecule A isoform Iso 1 \GName=RGMA \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=450 \SV=4 \EV=149 \PE=1 \ModResPsi=(145|MOD:00798|half cystine)(226|MOD:00798|half cystine)(163|MOD:00798|half cystine)(315|MOD:00798|half c,Homo sapiens,RGMA
Q9NVS9,Q9NVS9,NA,C,NA,canonical,0.999,0,76,0.133,15,NA,NA,NA,NA,NA,NA,NA,NA,Q9NVS9,3903,29,NA,NA,NA,nP20K \PName=Pyridoxine-5'-phosphate oxidase isoform Iso 1 \GName=PNPO \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=261 \SV=1 \EV=194 \PE=1 \ModResPsi=(164|MOD:00046|O-phospho-L-serine)(165|MOD:00046|O-phospho-L-serine)(238|MOD:00047|O-phospho-L-threonin,Homo sapiens,PNPO
O75340,O75340,NA,C,NA,canonical,0.999,0,343,0.779,15,NA,NA,NA,NA,NA,NA,NA,NA,O75340,787,20,NA,NA,NA,nP20K \PName=Programmed cell death protein 6 isoform Iso 1 \GName=PDCD6 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=191 \SV=1 \EV=203 \PE=1 \ModResPsi=(2|MOD:00050|N-acetyl-L-alanine) \VariantSimple=(2|T)(3|G)(3|V)(4|C)(4|F)(6|N)(7|H)(7|S)(8|L)(9|C)(9|V,Homo sapiens,PDCD6
P16234,P16234,NA,C,NA,canonical,0.999,0,118,0.048,15,NA,NA,NA,NA,NA,NA,NA,NA,P04114,1033,64541,NA,NA,NA,nP20K \PName=Platelet-derived growth factor receptor alpha isoform Iso 1 \GName=PDGFRA \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=1089 \SV=1 \EV=238 \PE=1 \ModResPsi=(49|MOD:00798|half cystine)(100|MOD:00798|half cystine)(150|MOD:00798|half cystine)(18,Homo sapiens,PDGFRA
Q9GZP4,Q9GZP4,NA,C,NA,canonical,0.999,0,190,0.27,15,NA,NA,NA,NA,NA,NA,NA,NA,Q9GZP4,3650,7,NA,NA,NA,nP20K \PName=PITH domain-containing protein 1 isoform Iso 1 \GName=PITHD1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=211 \SV=1 \EV=147 \PE=1 \ModResPsi=(142|MOD:00134|N6-glycyl-L-lysine)(189|MOD:00048|O4'-phospho-L-tyrosine)(204|MOD:00047|O-phospho-L-t,Homo sapiens,PITHD1
